Paragraphe 1;Paragraphe 2;Paragraphe 3;Paragraphe 4;Paragraphe 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coucou, j’espère que tu ne seras pas trop sécu qu’une femme comme moi te contacte, mais quoi qu’il en soit, je n’ai pas pu résister à l’envie de te forcer à le faire.;Si tu veux en savoir un peu plus sur moi, j’aimerais vraiment que tu ais l’envie de le découvrir, parce que si je te donne mes mensurations et zout le reste j’aurais l’impression d’essayer de me vendre… Joli visage, jolies jambes, jolies fesses, voila tout ce que je peux te dire.;Bon je m’emballe peut-être un peu, car les photos et les descriptions de profils sont parfois trompeurs, je préfère me faire ma propre opinion quand on ira boire un verre ensemble.;Je reçois tous les jours des tas de propositions, mais c’est la tienne de réponse que je veux recevoir, les autre ne m’importe que très peu.;S’il te plait, quand tu te connectes, ne tournes pas autour du pot mais dis moi simplement si oui ou non tu es intéressé…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salut! Mais que fait un beau gars comme toi encore célibataire?? Crois moi que si je t’avais connu avant tu ne te serais jamais inscris ici!!!;Pas du tout prétentieuse, mais plutôt fière de ce que je suis, je fais du sport pour me sentir toujours à l’aise dans mon corp, et bien évidement pour pouvoir plaire à ceux qui savent attirer mon regard comme toi tu l’as fais.;Dans l’éventualité où tu me réponds, je pense que ce serait plus simple de se rejoindre quelque part pour que l’on puisse discuter tous les deux, je n’ai rien de prévu de particulier ces jours.;Ahahaha, je ne me reconnais même plus, mon message n’est même pas terminé et je suis déjà impatiente que tu me répondes.;Rien de plus à ajouter à part que jspr te retrouver au plus vite sur le tchat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ce que j’aime bien dans l’inconnu c’est que ca me perturbe autant que ca m’excite, je n’ai jamais discuter avec toi mais j’ai mon petit doigt qui me dit que tu en vaux surement la peine.. Je me trompe?;Je suis peut être trop impatiente, mais j’ai envie que tu découvres ce que je suis de façon plus intime. Si tu me réponds, j’espère que tu ne le feras pas par politesse mais plus par excitation de découvrir une inconnue coquine comme moi.;Nous n’y sommes pas encore mais je pense qu’il est important de se voir en tête à tête avant de pouvoir envisager quoi que ce soit.;Je t’imagine content quand tu liras mon mail, je t’imagine me faisant une proposition, et je nous imagine déjà en train de faire connaissance..;Voila je te dis à très vite sur le tchat, je pense que je ferai moins la fière quand tu me répondras.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qui se cache derrière ton profil? Et si par magie, l'amour était au rendez-vous ! Même si l'on ne se connait pas, rencontrons nous !  Si tu es autant craquant que ton profil, laisses moi te dire que je veux réserver ma place!!! Hahahaha un peu d’humour bien sur, mais pour être plus sérieuse, si ça te dis de faire connaissance, j’en serais enchantée.;Je tiens à te préciser que j’ai tout ce qu’il me faut pour vivre et  que je ne cherche pas un mec pour m’entretenir… je ne cherche que des aventures très simple avec des mecs qui aiment commander et s’occuper des femmes.;Si, dans l’éventualité où tu es intéressé et que de mon côté le feeling passe bien, je peux organiser une petite soirée chez moi, vu que je suis dans le centre et que mon appart est suffisamment grand.;Tu verras que je suis une femme très pétillante et une personne qui sait être sérieuse quand on lui demande et très câline avec ceux qui aiment la douceur.;Je sais pas ce que tu en penses, mais que dirais-tu de me retrouver sur le tchat??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Normalement je ne m’attache que très peu au physique d’un homme, mais là c’est différent sur un site de rencontre, et je me dis que si ce que tu es est aussi plaisant que to physique, je n’ai rien à perdre en t’envoyant ce message.;C’est vrai que ton profil m’inspire confiance, mais je préfère te voir pour en être sure, je ne cherche rien de vraiment sérieux, mais c’est important d’être en confiance avant d’envisager quoi que ce soit.;Si mon message a su éveiller ta curiosité, je te laisse prendre les commandes, à toi de voir: café, ou autre.;Contactes moi dès que tu peux et surtout si tu penses être intéressé, si ce n’est pas le cas, prends au moins 5mn pour m’expliquer pourquoi…;Allez je te laisse, et je te dis à très vite sur le tchat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salut après beaucoup de réflexion, j’ai pris la décision de te contacter, je me trouve dans le même secteur que toi et tu fais partie des hommes avec qui j’aimerais bien faire connaissance.;Sinon, que pourrais-je te dire sur moi, à part que j’aime profiter de la vie en bonne compagnie, et découvrir des  nouvelles choses. En ce moment ce qui me manque le lus c’est de ne pas avoir de présence masculine convenable à mes côtés.;Je ne sais pas si tu as beaucoup de temps libre ou si ton emploi du temps est très chargé, pour ma part, j’ai la possibilité de te consacrer un peu de temps en semaine, comme en week end.;Te voir face à moi serait la meilleure façon de voir si ces bons apprioris que j’ai eu sur toi se révèlent vrais.;Bon pour un premier échange, je pense que le tchat s’impose, et si mon feeling est toujours bon, je te laisse mes coordonnées.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bonjour, je suis ici pour rencontrer des belles personnes, je ne veux pas paraitre entreprenante mais j’aimerais bien discuter un peu avec toi.;Ta photo de profil m’a mise en appétit, et j’espère ne pas être décue si je te vois en vrai car il n’y a rien d’autre que je déteste le plus que de rester sur ma faim, je suis gourmande de nature et surtout avec les bonnes choses lol.;Si et seulement si tu es intéressé pour faire ma connaissance, alors je pense que l’on pourrait simplement aller boire un chocolat dans un endroit chaud, histoire d’y voir plus clair dans tout ça.;En tout cas j'espère que tu accepteras qu'on se rencontre ! Je ne veux pas paraitre insistante mais me rencontrer ne t’engage en rien alors j’espère que tu seras assez malin pour te laisser tenter.;Si tu es intéressé, réponds moi et je t’écris sur le tchat dès que je vois ton message.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bonjour, je tiens à te préciser que je ne suis pas une folle, mais j’ai trop souvent bloqué sur ton profil ces derniers temps, je ne pense pas que cela soit forcément réciproque alors voila pourquoi comme une grande fille, je tente ma chance.;Si tu veux en savoir un peu sur moi, je suis belle, classe, raffinée, non je plaisante, je n’aime pas jouer les prétentieuses, et ce qui compte c’est que tu sois agréablement surpris le jour ou tu me verras.;Je ne sais pas si tu donneras suite à ma demande, mais si c’est le cas, j’aimerais voir ce que donne une rencontre rien que toi et moi.;Alors tenté ou pas tenté? j’espère que tu ne seras pas trop long pour me donner la réponse..;Contactes moi dès que tu peux, et si tu le désires bien sur, sur le tchat, ou par message , c’est à toi de voir, e n’ai aucune exigence à part que je veux vraiment te rencontrer.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bonjour, si je te contacte comme ça c’est que ton profil m’a trop attirée pour que je le laisse filer sans rien faire.;Attention hein je ne suis pas une trainée, mais juste une femme de son temps, qui comme les autres a besoin parfois que l’on s’occupe d’elle. Donc pas de malentendu je suis très ouverte, très tactile, très coquine, mais pas du tout vulgaire.;En attendant une éventuelle réponse de ta part, je pense que si ça te dit, ce serait mieux de se trouver un moyen de se retrouver quelque part en ville pour discuter tranquillement.;Je pense avoir fait plus qu’il ne fallait pour te montrer mon intérêt, la balle est maintenant dans ton camp.;Allez dis moi que tu es intéressé, j’espère pas que tu fileras avec une autre femme d’ici!! c’est moi la priorité grrrrr, alors rassures moi au plus vite en me laissant un message.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salut, Ca fait plusieurs fois que je fouine ton profil, et je me suis décidée à briser la glace avec toi.;Parlons un peu de moi, histoire que tu saches plus ou moins à qui tu as à faire. Je suis gentille (la preuve je t’ai fais des compliments) sportive (je vais parfois au boulot à pied) sérieuse (je ne t’ai même pas dit que j’avais envie de toi) et j’aime plaisanter aussi j’espère que l’auras remarqué.;J’espère sincèrement que tu seras agréablement surpris qu’une femme comme moi ait prit l’initiative de te contacter, maintenant la balle est dans ton camp pour voir si tu veux réellement me rencontrer.;A toi de décider de donner suite ou non à ma proposition.;Je n’ai pas d’horaires pour aller sur le tchat, mais réponds moi et je trouverai un moment pour te parler.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bonjour, Charmant comme tu es tu dois être très sollicité mais aurais-tu quelque minutes de ton temps à m’accorder?;Bon comment convaincre un mec comme toi, qui doit être très sollicité de toute part, de se laisser entrainer vers moi?? Tout ce que je peux te dire c’est que je pense être celle qui peut te faire craquer en un clin d’oeil. ;Comme tu as dus le voir, la lecture de ton profil m’a mise en confiance, je serais même prête à te préparer un apéritif autour duquel on pourrait faire plus ample connaissance.;Difficile d’être plus persuasive ici, si j’ai la chance de te rencontrer, j’aurais la possibilité d’en faire plus pour te charmer.;Sans te forcer la main bien sur, je pense que si tu veux en savoir plus sur moi , je me ferai une joie de répondre à tes questions sur le tchat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coucou, désolée de débarquer comme ça mais je n’ai rien trouvé d’autre pour que tu me remarques.;Je vais te dire que si par malchance j’apprends que je ne suis pas le type de femme que tu recherches, je serais plutôt décue, non pas que je veuille faire ma vie avec toi mais juste parce que de tous les profils de mecs que j’ai pu voir, tu es de loin mon choix favori.;J’ai mes petites habitudes (comme une petite vieille) mais je peux chambouler mon planning pour faire connaissance avec toi en fonction de tes éventuelles disponibilités.;Je suis contente car au moins je n’aurais pas de regret, et si tu es ok alors je serais ravie de l’avoir fait.;Si ça te dit de tchater avec moi, je pense passer sur le tchat ce soir.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salut. Sur un site de rencontre, la première chose sur laquelle on s’attarde, c’est le physique, et quand j’ai vu ta photo, je me suis dis : « en voila un qui a du potentiel!! » lol, alors j’espère ne pas te déranger et encore moins te décevoir.;Je ne fais pas la prétentieuse mais je sais que je plais aux hommes. Mais cela ne m’intéresse pas ce que je veux par dessus tout, c’est plaire à ceux qui me plaisent, c’est bien ça le plus important.;Au fait je ne t’ai pas dis, mais plutôt que de se lancer dans des messages sans fin, je pense que le mieux est encore de se rencontrer, c’est beaucoup mieux pour faire connaissance.;Me répondre est je pense une des choses que j’attends avec beaucoup d’impatience car je suis curieuse de voir si un bel homme comme toi peut avoir de l’intérêt pour une femme comme moi.;A très bientôt sur le tchat j’espère.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bonjour, je ne suis pas une reloue mais quand quelqu’un me plait, j’aime savoir si c’est réciproque.. alors voila pourquoi je suis ici à t’écrire.;Ton avis compte bien évidement et j’aimerais vraiment voir dans ton regard que tu me trouves à ton gout, le jour ou l’on se verra. Pour le reste je suis dynamique, amusante et très souvent de bonne humeur.;Si tu le souhaites et seulement si tu le souhaites, on pourrait se donner ddv dans le centre histoire de voir si ça vaut la peine d’aller plus loin.;Comme t’as pu le constater, j’ai envie que tu me répondes et même de te rencontrer, mon petit doigt me dit que tu n’es pas comme les autres, et que ca vaut la peine de te découvrir.;Pour parler le mieux serait de le faire au téléphone, alors si tu veux mon num j’attends une réponse de ta part.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ca fait plusieurs fois que je m’arrête sur ton profil, et je me suis enfin décidée de te dire que je te trouve très charmant.;e t’avoue que j’aurais préféré que ce soit toi qui me fasse du charme plutôt que l’inverse.. Pour faire style, je t’aurais faite un peu maronner mais je n’aurais pas tarder à dire oui pour une rencontre avec toi… Tu me trouves directe?? Tu n’as rien vu encore…;En attendant ta réponse même négative, je pense que se voir entre quatre yeux autour d’un thé ou d’un chocolat serait le meilleur moyen de voir si on prend du plaisir à passer un moment simple ensemble.;On verra si tu es assez courageux pour accepter de me rencontrer, j’espère en tout cas que tu as apprécié de te retrouver dans la peau du chassé!!!;Je ne te mets pas la pression mais je me ferais une joie de te parler si tu passes un de ces 4 sur le tchat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bonjour Monsieur le playboy, comment ça va? Tu vas me prendre pour une femme qui n’a pas froid aux yeux, mais j’ai très envie de te dire que tu me plais beaucoup.;Que dire me concernant? Je suis très gourmande alors j’essaie de faire attention pour pouvoir toujours rentrer dans mon 36, j’aime les hommes et pas les mauviettes, j’aime les hommes francs et pas les mythos.;J’attends ta réponse avec impatience car j’aimerais vite te rencontrer pour t’entendre parler.;J’espère que mon audace jouera en ma faveur, car plus je t’écris plus j’ai envie de te rencontrer.;J’espère une réponse de ta part quand tu te seras connecté, et avec un peu de chance je serai sur le chat pour une discussion instantanée.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hello, par curiosité, j’ai fais le tour de pas mal de profils, et le tien fait partie de ceux qui ont retenu mon attention. J’aimerais discuter un peu avec toi, pas par curiosité, mais simplement car je suis convaincue que je n’ai rien à perdre.;Vraiment, c’est fou comme ta foto de profil me donne de l’inspiration.. Oui j’ai un coté très créatif et des doigt de fée.;Je pense que pour voir si des affinités peuvent se créer entre toi et moi, le mieux serait de se retrouver dans un endroit tranquille pour discuter oklm.;D’ordinaire, j’aime me laisser désirer et pourtant avec toi je n’ai pas hésité à mettre mon égaux de coté pour avoir une chance de te rencontrer.;Si tu veux donner suite, je serai surement de passage sur le tchat dans la soirée, n’hésites pas à me faire signe car les autres gros relous eux ne se gênent jamais lol !!!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salut toi.. Morte d’ennui, je cherche un remède efficace pour me soigner, je me suis dis que tu avais le profil du docteur idéal!! Tu penses pouvoir me venir en aide??;Rien de très original me concernant à part que je déteste les bouffons et ceux qui se la raconte, je n’aime pas du tout le superflu et le bling bling car je préfère de loin juger un homme sur ce qu’il peut m’apporter quand il est nu et allongé à mes cotés.;Si ça te dit je peux te dire où je me trouve exactement pour que tu m’y rejoignes pour faire connaissance sans ambiguité.;Le moment de vérité t’appartient à toi et toi seule mais saches en tout cas que ce serait un vrai plaisir de pouvoir te lire.;Ta prétendante t’attend de pied ferme sur le tchat du site lol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salut… J’ai lu ton profil et il correspond en partie à ce que je cherche… même plus que ce que j’espérais… Ca te dirait de discuter avec moi pour m’ôter mes doutes?!?;Sinon moi et bien je suis une fille simple, drôle et bien dans sa vie, qui cherche juste une bonne compagnie pour mettre un peu de piquant dans ma vie. Attention, je ne me donne pas au premier venu mais qu’à ceux qui savent se donner les moyens de m’avoir.;J’ai la possibilité de me déplacer, donc si une rencontre te tente tu n’as qu’à me dire où tu aimerais que l’on se retrouve, et je t’y rejoindrai. Se retrouver chez moi est également une option envisageable.;Bon je ne sais pas ou ma proposition peut nous mener, mais j’aimerais vraiment voir si tu es aussi plaisant en chair et en os que tu ne l’es sur ton profil.;Je pense que notre premier échange sur le site nous permettra d’y voir déjà un peu plus clair.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coucou je ne suis pas très douée pour aborder les hommes, d’autant plus quand ils me plaisent. Voila, rien de spécial à part que j’aimerais faire un peu plus connaissance avec toi.;De mon côté je pense avoir suffisamment d’atouts pour ne pas être jalouse de ta femme ou de tes ex, ou du moins je pense avoir ce qu’il faut où il faut pour te les faire oublier! hihi, un peu d’humour n’a jamais tué personne!!;Je suis un peu impatiente pour le coup, et je m’en excuse d’ailleurs, mais j’aimerais beaucoup te rencontrer pour voir ce que tu penses de moi.;Découvrir qui tu es vraiment est une de mes priorités ici et je ne veux pas m’en cacher!! M’offriras tu ce privilège?;Pour me contacter, à toi de voir, sois tu m’envois un mail, sois tu me contactes sur le tchat, à toi de voir.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bonjour, quand je me suis inscrite sur ce site de rencontre, j’ai vite compris que c’est les hommes qui font l’essentiel du boulot, mais le soucis, c’est que tous ceux qui m’ont contacté jusqu’à présent ne m’ont pas donné envie de répondre, alors je me suis décidée à faire le premier pas pour contacter ceux qui me paraissent au dessus du lot.;Si tu n’as pas photoshopé ta foto de profil, alors laisses moi te dire que tu es particulièrement à mn gout, et tant que tu ne me répondras pas crois moi que je ne compte pas te lâcher.;Je ne connais pas ta réponse et encore moins ton emploi du temps, mais suivant tes dispos, je pense que ça serait bien de se rencontrer quelque part en ville.;C’est vraiment le monde à l’envers!! Une femme courtisée comme moi qui ne se contente pas de ce qu’elle peut avoir facilement, mais je pense que sillon veut ce qui se fait de mieux, il faut savoir s’en donner la peine.;En attendant que tu te décides à me répondre, je vais aller voir les autres seconds choix qui se trouvent sur le tchat du site.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salut, comment ça va? Rien d’exceptionnel, tu as l’air très sympathique, donc si mon profil t’inspire, n’hésites surtout pas.;Je suis peut être pas ton style de femme, mais j’ai le charme nécessaire pour te faire rêver, ça c’est une certitude. Dès le premier échange, tu vas prendre conscience de ce que le mot charme signifie vraiment.;Je dois te dire que je suis assez curieuse de voir si le courant pourrait passer entre nous, c’est pour ça que si tu es intéressé il faudrait que l’on s’organise un rendez vous juste toi et moi.;Allez playboy, ne te fais pas attendre pour me répondre, je sais qu’un homme normalement constitué comme tu as l’air d’être ne se fera pas prier pour me rencontrer.;Prends le temps qu’il te faut mais saches que si tu es intéressé tu n’as qu’à me contacter sur le tchat, ou alors simplement m’envoyer un mail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
